hotel,is_canceled,lead_time,arrival_date_year,Fee
Resort Hotel,0,17,2017,2239
Resort Hotel,0,41,2017,3525
Resort Hotel,0,34,2017,652
Resort Hotel,0,157,2017,3877
Resort Hotel,0,80,2017,1127
Resort Hotel,0,37,2017,2024
Resort Hotel,0,31,2017,7226
Resort Hotel,0,28,2017,4825
Resort Hotel,0,134,2017,1315
Resort Hotel,0,40,2017,4378
Resort Hotel,0,16,2017,2886
Resort Hotel,0,52,2017,904
Resort Hotel,0,5,2017,448
Resort Hotel,0,11,2017,6692
Resort Hotel,0,124,2017,1321
Resort Hotel,0,36,2017,3349
Resort Hotel,0,89,2017,5939
Resort Hotel,0,89,2017,3280
Resort Hotel,0,73,2017,6368
Resort Hotel,0,10,2017,6414
Resort Hotel,0,65,2017,6037
Resort Hotel,0,124,2017,1274
Resort Hotel,0,124,2017,642
Resort Hotel,0,124,2017,5656
Resort Hotel,0,39,2017,7606
Resort Hotel,0,6,2017,871
Resort Hotel,0,67,2017,269
Resort Hotel,0,156,2017,6361
Resort Hotel,0,34,2017,5163
Resort Hotel,0,156,2017,6351
Resort Hotel,0,52,2017,5227
Resort Hotel,0,88,2017,5223
Resort Hotel,0,58,2017,3156
Resort Hotel,0,92,2017,4656
Resort Hotel,0,237,2017,2113
Resort Hotel,0,267,2017,5041
Resort Hotel,0,267,2017,7814
Resort Hotel,0,77,2017,6135
Resort Hotel,0,77,2017,3899
Resort Hotel,0,41,2017,1860
Resort Hotel,0,222,2017,6631
Resort Hotel,0,87,2017,3705
Resort Hotel,0,13,2017,2692
Resort Hotel,0,8,2017,7603
Resort Hotel,0,32,2017,7635
Resort Hotel,0,42,2017,6863
Resort Hotel,0,4,2017,2176
Resort Hotel,0,4,2017,7077
Resort Hotel,0,18,2017,841
Resort Hotel,0,2,2017,5544
Resort Hotel,0,0,2017,7908
Resort Hotel,0,76,2017,3328
Resort Hotel,0,3,2017,30
Resort Hotel,0,18,2017,266
Resort Hotel,0,1,2017,4511
Resort Hotel,0,32,2017,6855
Resort Hotel,0,30,2017,7437
Resort Hotel,0,4,2017,2404
Resort Hotel,0,15,2017,5471
Resort Hotel,0,34,2017,2943
Resort Hotel,0,12,2017,902
Resort Hotel,0,38,2017,6379
Resort Hotel,0,65,2017,6951
Resort Hotel,0,65,2017,5325
Resort Hotel,0,10,2017,602
Resort Hotel,0,10,2017,3582
Resort Hotel,0,0,2017,2686
Resort Hotel,0,110,2017,1732
Resort Hotel,0,68,2017,1355
Resort Hotel,0,72,2017,4393
Resort Hotel,0,6,2017,3500
Resort Hotel,0,86,2017,4511
Resort Hotel,0,4,2017,3313
Resort Hotel,0,108,2017,7018
Resort Hotel,0,72,2017,2204
Resort Hotel,0,17,2017,3261
Resort Hotel,0,7,2017,6174
Resort Hotel,0,9,2017,2544
Resort Hotel,0,73,2017,7331
Resort Hotel,0,73,2017,6823
Resort Hotel,0,73,2017,7922
Resort Hotel,0,156,2017,3950
Resort Hotel,0,156,2017,2815
Resort Hotel,0,84,2017,7446
Resort Hotel,0,32,2017,6020
Resort Hotel,0,4,2017,6970
Resort Hotel,0,7,2017,2926
Resort Hotel,0,67,2017,4998
Resort Hotel,0,67,2017,6571
Resort Hotel,0,28,2017,813
Resort Hotel,0,28,2017,5263
Resort Hotel,0,7,2017,3299
Resort Hotel,0,17,2017,597
Resort Hotel,0,17,2017,4628
Resort Hotel,0,88,2017,7003
Resort Hotel,0,14,2017,3876
Resort Hotel,0,2,2017,4700
Resort Hotel,0,28,2017,356
Resort Hotel,0,7,2017,6719
Resort Hotel,0,212,2017,3158
Resort Hotel,0,67,2017,820
Resort Hotel,0,0,2017,7724
Resort Hotel,0,61,2017,4287
Resort Hotel,0,0,2017,7855
Resort Hotel,0,69,2017,1260
Resort Hotel,0,180,2017,4874
Resort Hotel,0,198,2017,6916
Resort Hotel,0,0,2017,127
Resort Hotel,0,75,2017,6855
Resort Hotel,0,0,2017,7428
Resort Hotel,0,172,2017,3530
Resort Hotel,0,85,2017,2882
Resort Hotel,0,85,2017,7025
Resort Hotel,0,11,2017,4437
Resort Hotel,0,0,2017,6883
Resort Hotel,0,3,2017,4499
Resort Hotel,0,216,2017,5241
Resort Hotel,0,216,2017,6434
Resort Hotel,0,22,2017,2918
Resort Hotel,0,67,2017,2262
Resort Hotel,0,0,2017,7919
Resort Hotel,0,86,2017,5822
Resort Hotel,0,89,2017,1702
Resort Hotel,0,164,2017,7025
Resort Hotel,0,171,2017,4727
Resort Hotel,0,9,2017,687
Resort Hotel,0,73,2017,1790
Resort Hotel,0,76,2017,5842
Resort Hotel,0,80,2017,597
Resort Hotel,0,63,2017,112
Resort Hotel,0,7,2017,2771
Resort Hotel,0,126,2017,5153
Resort Hotel,0,126,2017,70
Resort Hotel,0,12,2017,4146
Resort Hotel,0,5,2017,2737
Resort Hotel,0,12,2017,6083
Resort Hotel,0,126,2017,4592
Resort Hotel,0,27,2017,7362
Resort Hotel,0,5,2017,834
Resort Hotel,0,5,2017,7477
Resort Hotel,0,5,2017,1159
Resort Hotel,0,5,2017,1634
Resort Hotel,0,192,2017,4781
Resort Hotel,0,1,2017,6481
Resort Hotel,0,126,2017,1923
Resort Hotel,0,4,2017,7185
Resort Hotel,0,60,2017,3427
Resort Hotel,0,5,2017,6417
Resort Hotel,0,100,2017,7020
Resort Hotel,0,1,2017,3631
Resort Hotel,0,1,2017,1398
Resort Hotel,0,1,2017,5893
Resort Hotel,0,0,2017,7983
Resort Hotel,0,0,2017,7227
Resort Hotel,0,1,2017,5544
Resort Hotel,0,1,2017,6302
Resort Hotel,0,0,2017,4936
Resort Hotel,0,128,2017,6447
Resort Hotel,0,128,2017,4460
Resort Hotel,0,0,2017,2861
Resort Hotel,0,142,2017,2423
Resort Hotel,0,27,2017,4619
Resort Hotel,0,60,2017,6011
Resort Hotel,0,33,2017,1028
Resort Hotel,0,26,2017,2565
Resort Hotel,0,27,2017,1810
Resort Hotel,0,254,2017,2809
Resort Hotel,0,100,2017,7338
Resort Hotel,0,20,2017,662
Resort Hotel,0,0,2017,7681
Resort Hotel,0,167,2017,6370
Resort Hotel,0,31,2017,7768
Resort Hotel,0,67,2017,1600
Resort Hotel,0,0,2017,331
Resort Hotel,0,1,2017,3408
Resort Hotel,0,75,2017,1218
Resort Hotel,0,95,2017,6613
Resort Hotel,0,130,2017,7504
Resort Hotel,0,72,2017,1704
Resort Hotel,0,60,2017,7825
Resort Hotel,0,83,2017,7818
Resort Hotel,0,2,2017,7428
Resort Hotel,0,10,2017,1102
Resort Hotel,0,14,2017,3865
Resort Hotel,0,94,2017,7635
Resort Hotel,0,6,2017,1806
Resort Hotel,0,2,2017,173
Resort Hotel,0,4,2017,176
Resort Hotel,0,11,2017,6880
Resort Hotel,0,174,2017,2712
Resort Hotel,0,174,2017,1247
Resort Hotel,0,47,2017,5741
Resort Hotel,0,34,2017,656
Resort Hotel,0,8,2017,3222
Resort Hotel,0,111,2017,2806
Resort Hotel,0,137,2017,7124
Resort Hotel,0,8,2017,3815
Resort Hotel,0,1,2017,6413
Resort Hotel,0,87,2017,97
Resort Hotel,0,22,2017,4985
Resort Hotel,0,0,2017,1570
Resort Hotel,0,74,2017,3240
Resort Hotel,0,30,2017,4452
Resort Hotel,0,0,2017,2936
Resort Hotel,0,23,2017,2017
Resort Hotel,0,24,2017,1470
Resort Hotel,0,23,2017,6235
Resort Hotel,0,32,2017,7909
Resort Hotel,0,95,2017,3071
Resort Hotel,0,63,2017,4485
Resort Hotel,0,63,2017,4061
Resort Hotel,0,63,2017,3167
Resort Hotel,0,23,2017,5937
Resort Hotel,0,30,2017,5384
Resort Hotel,0,108,2017,7834
Resort Hotel,0,30,2017,3277
Resort Hotel,0,29,2017,5464
Resort Hotel,0,0,2017,6202
Resort Hotel,0,8,2017,7080
Resort Hotel,0,232,2017,420
Resort Hotel,0,108,2017,4546
Resort Hotel,0,66,2017,336
Resort Hotel,0,1,2017,3604
Resort Hotel,0,91,2017,6795
Resort Hotel,0,206,2017,616
Resort Hotel,0,98,2017,7062
Resort Hotel,0,2,2017,1596
Resort Hotel,0,73,2017,6550
Resort Hotel,0,4,2017,191
Resort Hotel,0,6,2017,433
Resort Hotel,0,98,2017,2241
Resort Hotel,0,84,2017,1730
Resort Hotel,0,8,2017,6558
Resort Hotel,0,124,2017,2433
Resort Hotel,0,58,2017,6051
Resort Hotel,0,128,2017,1145
Resort Hotel,0,131,2017,6271
Resort Hotel,0,128,2017,3017
Resort Hotel,0,76,2017,4243
Resort Hotel,0,128,2017,294
Resort Hotel,0,123,2017,2115
Resort Hotel,0,131,2017,2383
Resort Hotel,0,47,2017,1122
Resort Hotel,0,0,2017,7526
Resort Hotel,0,6,2017,5605
Resort Hotel,0,49,2017,829
Resort Hotel,0,25,2017,6950
Resort Hotel,0,150,2017,7841
Resort Hotel,0,23,2017,6209
Resort Hotel,0,12,2017,6478
Resort Hotel,0,0,2017,696
Resort Hotel,0,153,2017,7195
Resort Hotel,0,3,2017,1448
Resort Hotel,0,63,2017,1072
Resort Hotel,0,65,2017,2927
Resort Hotel,0,95,2017,2258
Resort Hotel,0,21,2017,5740
Resort Hotel,0,131,2017,5731
Resort Hotel,0,131,2017,3424
Resort Hotel,0,57,2017,2441
Resort Hotel,0,52,2017,5535
Resort Hotel,0,47,2017,5048
Resort Hotel,0,124,2017,679
Resort Hotel,0,177,2017,1341
Resort Hotel,0,131,2017,2575
Resort Hotel,0,0,2017,183
Resort Hotel,0,131,2017,5745
Resort Hotel,0,131,2017,4329
Resort Hotel,0,48,2017,3969
Resort Hotel,0,131,2017,3055
Resort Hotel,0,131,2017,6985
Resort Hotel,0,131,2017,1137
Resort Hotel,0,138,2017,201
Resort Hotel,0,124,2017,4445
Resort Hotel,0,84,2017,730
Resort Hotel,0,84,2017,4022
Resort Hotel,0,63,2017,1897
Resort Hotel,0,63,2017,488
Resort Hotel,0,85,2017,4565
Resort Hotel,0,62,2017,5990
Resort Hotel,0,62,2017,4851
Resort Hotel,0,62,2017,1720
Resort Hotel,0,76,2017,555
Resort Hotel,0,23,2017,4410
Resort Hotel,0,84,2017,1097
Resort Hotel,0,1,2017,6147
Resort Hotel,0,84,2017,583
Resort Hotel,0,84,2017,4198
Resort Hotel,0,84,2017,7023
Resort Hotel,0,84,2017,4147
Resort Hotel,0,2,2017,4741
Resort Hotel,0,62,2017,3541
Resort Hotel,0,168,2017,5205
Resort Hotel,0,168,2017,4567
Resort Hotel,0,62,2017,5459
Resort Hotel,0,0,2017,3389
Resort Hotel,0,168,2017,1501
Resort Hotel,0,47,2017,7765
Resort Hotel,0,168,2017,1246
Resort Hotel,0,168,2017,1697
Resort Hotel,0,42,2017,80
Resort Hotel,0,61,2017,2995
Resort Hotel,0,0,2017,621
Resort Hotel,0,108,2017,1463
Resort Hotel,0,64,2017,7136
Resort Hotel,0,1,2017,313
Resort Hotel,0,74,2017,3375
Resort Hotel,0,1,2017,6618
Resort Hotel,0,140,2017,722
Resort Hotel,0,140,2017,5936
Resort Hotel,0,267,2017,3310
Resort Hotel,0,4,2017,1946
Resort Hotel,0,75,2017,2694
Resort Hotel,0,63,2017,1599
Resort Hotel,0,0,2017,3008
Resort Hotel,0,61,2017,5333
Resort Hotel,0,61,2017,7496
Resort Hotel,0,212,2017,3206
Resort Hotel,0,4,2017,7619
Resort Hotel,0,4,2017,5469
Resort Hotel,0,200,2017,4238
Resort Hotel,0,60,2017,1868
Resort Hotel,0,142,2017,6751
Resort Hotel,0,184,2017,2466
Resort Hotel,0,184,2017,3337
Resort Hotel,0,0,2017,5199
Resort Hotel,0,0,2017,5526
Resort Hotel,0,1,2017,6544
Resort Hotel,0,198,2017,708
Resort Hotel,0,0,2017,1556
Resort Hotel,0,60,2017,1415
Resort Hotel,0,60,2017,2033
Resort Hotel,0,80,2017,2122
Resort Hotel,0,203,2017,1882
Resort Hotel,0,237,2017,7513
Resort Hotel,0,204,2017,5663
Resort Hotel,0,203,2017,7671
Resort Hotel,0,203,2017,2854
Resort Hotel,0,203,2017,1119
Resort Hotel,0,203,2017,5969
Resort Hotel,0,203,2017,4214
Resort Hotel,0,203,2017,2580
Resort Hotel,0,203,2017,2584
Resort Hotel,0,203,2017,2293
Resort Hotel,0,203,2017,909
Resort Hotel,0,203,2017,1150
Resort Hotel,0,203,2017,5517
Resort Hotel,0,203,2017,3806
Resort Hotel,0,203,2017,144
Resort Hotel,0,203,2017,4200
Resort Hotel,0,109,2017,2380
Resort Hotel,0,109,2017,102
Resort Hotel,0,109,2017,633
Resort Hotel,0,109,2017,6270
Resort Hotel,0,109,2017,5784
Resort Hotel,0,109,2017,5036
Resort Hotel,0,109,2017,4846
Resort Hotel,0,73,2017,2283
Resort Hotel,0,12,2017,4067
Resort Hotel,0,4,2017,5651
Resort Hotel,0,168,2017,2903
Resort Hotel,0,28,2017,4592
Resort Hotel,0,104,2017,1829
Resort Hotel,0,99,2017,1734
Resort Hotel,0,106,2017,61
Resort Hotel,0,105,2017,2210
Resort Hotel,0,31,2017,2825
Resort Hotel,0,92,2017,5443
Resort Hotel,0,82,2017,6748
Resort Hotel,0,71,2017,4372
Resort Hotel,0,71,2017,5214
Resort Hotel,0,3,2017,2391
Resort Hotel,0,6,2017,265
Resort Hotel,0,5,2017,4891
Resort Hotel,0,76,2017,6616
Resort Hotel,0,195,2017,4776
Resort Hotel,0,6,2017,4416
Resort Hotel,0,250,2017,5964
Resort Hotel,0,250,2017,4352
Resort Hotel,0,12,2017,7142
Resort Hotel,0,93,2017,2385
Resort Hotel,0,93,2017,5484
Resort Hotel,0,4,2017,4284
Resort Hotel,0,85,2017,279
Resort Hotel,0,222,2017,3767
Resort Hotel,0,26,2017,2633
Resort Hotel,0,24,2017,7783
Resort Hotel,0,0,2017,3483
Resort Hotel,0,0,2017,5361
Resort Hotel,0,0,2017,781
Resort Hotel,0,1,2017,4456
Resort Hotel,0,24,2017,1488
Resort Hotel,0,3,2017,7507
Resort Hotel,0,31,2017,1657
Resort Hotel,0,106,2017,3116
Resort Hotel,0,31,2017,4738
Resort Hotel,0,23,2017,383
Resort Hotel,0,31,2017,4204
Resort Hotel,0,31,2017,2014
Resort Hotel,0,6,2017,162
Resort Hotel,0,7,2017,1604
Resort Hotel,0,31,2017,2982
Resort Hotel,0,31,2017,7205
Resort Hotel,0,31,2017,3516
Resort Hotel,0,31,2017,649
Resort Hotel,0,31,2017,5678
Resort Hotel,0,31,2017,1202
Resort Hotel,0,31,2017,7005
Resort Hotel,0,31,2017,5282
Resort Hotel,0,6,2017,6488
Resort Hotel,0,7,2017,726
Resort Hotel,0,31,2017,4182
Resort Hotel,0,185,2017,68
Resort Hotel,0,31,2017,3118
Resort Hotel,0,158,2017,3656
Resort Hotel,0,31,2017,6189
Resort Hotel,0,31,2017,2958
Resort Hotel,0,276,2017,3490
Resort Hotel,0,44,2017,6949
Resort Hotel,0,1,2017,5664
Resort Hotel,0,1,2017,6554
Resort Hotel,0,1,2017,7998
Resort Hotel,0,36,2017,4949
Resort Hotel,0,276,2017,6751
Resort Hotel,0,23,2017,3279
Resort Hotel,0,276,2017,4225
Resort Hotel,0,23,2017,4878
Resort Hotel,0,0,2017,3369
Resort Hotel,0,252,2017,6572
Resort Hotel,0,252,2017,4329
Resort Hotel,0,252,2017,4902
Resort Hotel,0,252,2017,1966
Resort Hotel,0,252,2017,6051
Resort Hotel,0,23,2017,2376
Resort Hotel,0,239,2017,3559
Resort Hotel,0,0,2017,31
Resort Hotel,0,0,2017,1848
Resort Hotel,0,0,2017,4245
Resort Hotel,0,252,2017,6960
Resort Hotel,0,252,2017,694
Resort Hotel,0,276,2017,6238
Resort Hotel,0,0,2017,7387
Resort Hotel,0,252,2017,2085
Resort Hotel,0,128,2017,5587
Resort Hotel,0,252,2017,3984
Resort Hotel,0,252,2017,3490
Resort Hotel,0,288,2017,2378
Resort Hotel,0,288,2017,5185
Resort Hotel,0,234,2017,2869
Resort Hotel,0,252,2017,2961
Resort Hotel,0,252,2017,1624
Resort Hotel,0,208,2017,560
Resort Hotel,0,252,2017,6954
Resort Hotel,0,185,2017,700
Resort Hotel,0,252,2017,2835
Resort Hotel,0,239,2017,5189
Resort Hotel,0,234,2017,796
Resort Hotel,0,252,2017,3126
Resort Hotel,0,252,2017,6630
Resort Hotel,0,234,2017,2751
Resort Hotel,0,129,2017,6753
Resort Hotel,0,290,2017,5404
Resort Hotel,0,276,2017,1702
Resort Hotel,0,252,2017,3722
Resort Hotel,0,276,2017,2602
Resort Hotel,0,239,2017,962
Resort Hotel,0,234,2017,1043
Resort Hotel,0,276,2017,5278
Resort Hotel,0,0,2017,2846
Resort Hotel,0,252,2017,1337
Resort Hotel,0,276,2017,1199
Resort Hotel,0,276,2017,5600
Resort Hotel,0,23,2017,651
Resort Hotel,0,0,2017,46
Resort Hotel,0,106,2017,5189
Resort Hotel,0,276,2017,4146
Resort Hotel,0,276,2017,2456
Resort Hotel,0,276,2017,6331
Resort Hotel,0,281,2017,5299
Resort Hotel,0,276,2017,6270
Resort Hotel,0,208,2017,3266
Resort Hotel,0,276,2017,4962
Resort Hotel,0,276,2017,6099
Resort Hotel,0,208,2017,7510
Resort Hotel,0,276,2017,6778
Resort Hotel,0,23,2017,5083
Resort Hotel,0,290,2017,3855
Resort Hotel,0,38,2017,5069
Resort Hotel,0,72,2017,7212
Resort Hotel,0,253,2017,6212
Resort Hotel,0,253,2017,500
Resort Hotel,0,253,2017,5784
Resort Hotel,0,253,2017,6381
Resort Hotel,0,317,2017,2900
Resort Hotel,0,253,2017,1965
Resort Hotel,0,253,2017,2715
Resort Hotel,0,253,2017,7538
Resort Hotel,0,253,2017,7547
Resort Hotel,0,253,2017,3715
Resort Hotel,0,253,2017,4156
Resort Hotel,0,253,2017,3311
Resort Hotel,0,253,2017,91
Resort Hotel,0,253,2017,3541
Resort Hotel,0,317,2017,1104
Resort Hotel,0,253,2017,3340
Resort Hotel,0,8,2017,6031
Resort Hotel,0,253,2017,1594
Resort Hotel,0,317,2017,199
Resort Hotel,0,8,2017,7742
Resort Hotel,0,8,2017,6243
Resort Hotel,0,30,2017,1010
Resort Hotel,0,144,2017,1199
Resort Hotel,0,3,2017,3060
Resort Hotel,0,3,2017,3118
Resort Hotel,0,94,2017,425
Resort Hotel,0,82,2017,1298
Resort Hotel,0,11,2017,539
Resort Hotel,0,15,2017,5570
Resort Hotel,0,31,2017,7700
Resort Hotel,0,2,2017,3981
Resort Hotel,0,3,2017,1392
Resort Hotel,0,83,2017,7669
Resort Hotel,0,157,2017,7737
Resort Hotel,0,6,2017,7836
Resort Hotel,0,28,2017,6024
Resort Hotel,0,16,2017,1526
Resort Hotel,0,23,2017,7287
Resort Hotel,0,19,2017,6842
Resort Hotel,0,105,2017,5464
Resort Hotel,0,68,2017,5882
Resort Hotel,0,5,2017,5127
Resort Hotel,0,5,2017,7318
Resort Hotel,0,70,2017,5539
Resort Hotel,0,28,2017,7629
Resort Hotel,0,9,2017,4512
Resort Hotel,0,1,2017,4258
Resort Hotel,0,30,2017,580
Resort Hotel,0,132,2017,2038
Resort Hotel,0,0,2017,1512
Resort Hotel,0,9,2017,1362
Resort Hotel,0,51,2017,3582
Resort Hotel,0,27,2017,3332
Resort Hotel,0,43,2017,3790
Resort Hotel,0,6,2017,5288
Resort Hotel,0,97,2017,7132
Resort Hotel,0,24,2017,7239
Resort Hotel,0,110,2017,1052
Resort Hotel,0,24,2017,3823
Resort Hotel,0,6,2017,4041
Resort Hotel,0,58,2017,4781
Resort Hotel,0,58,2017,6464
Resort Hotel,0,4,2017,4023
Resort Hotel,0,16,2017,1617
Resort Hotel,0,75,2017,2646
Resort Hotel,0,0,2017,4952
Resort Hotel,0,0,2017,3181
Resort Hotel,0,76,2017,7356
Resort Hotel,0,76,2017,739
Resort Hotel,0,2,2017,1541
Resort Hotel,0,3,2017,4347
Resort Hotel,0,52,2017,7998
Resort Hotel,0,96,2017,3002
Resort Hotel,0,96,2017,3946
Resort Hotel,0,96,2017,7435
Resort Hotel,0,19,2017,563
Resort Hotel,0,14,2017,6443
Resort Hotel,0,1,2017,6018
Resort Hotel,0,10,2017,3438
Resort Hotel,0,4,2017,5371
Resort Hotel,0,47,2017,5598
Resort Hotel,0,2,2017,336
Resort Hotel,0,9,2017,2712
Resort Hotel,0,27,2017,449
Resort Hotel,0,11,2017,2429
Resort Hotel,0,221,2017,3987
Resort Hotel,0,5,2017,4666
Resort Hotel,0,0,2017,4493
Resort Hotel,0,259,2017,2875
Resort Hotel,0,27,2017,219
Resort Hotel,0,0,2017,2812
Resort Hotel,0,5,2017,7942
Resort Hotel,0,1,2017,5601
Resort Hotel,0,12,2017,5849
Resort Hotel,0,26,2017,4083
Resort Hotel,0,0,2017,7906
Resort Hotel,0,0,2017,6523
Resort Hotel,0,24,2017,1073
Resort Hotel,0,1,2017,1634
Resort Hotel,0,46,2017,5583
Resort Hotel,0,46,2017,1951
Resort Hotel,0,88,2017,7946
Resort Hotel,0,204,2017,144
Resort Hotel,0,204,2017,4709
Resort Hotel,0,111,2017,1632
Resort Hotel,0,204,2017,5503
Resort Hotel,0,100,2017,4335
Resort Hotel,0,100,2017,7144
Resort Hotel,0,100,2017,6944
Resort Hotel,0,100,2017,1417
Resort Hotel,0,100,2017,3861
Resort Hotel,0,100,2017,6894
Resort Hotel,0,100,2017,284
Resort Hotel,0,100,2017,1950
Resort Hotel,0,100,2017,5048
Resort Hotel,0,100,2017,6435
Resort Hotel,0,100,2017,1753
Resort Hotel,0,100,2017,4068
Resort Hotel,0,100,2017,2396
Resort Hotel,0,221,2017,4124
Resort Hotel,0,100,2017,5006
Resort Hotel,0,100,2017,71
Resort Hotel,0,100,2017,1784
Resort Hotel,0,100,2017,2250
Resort Hotel,0,100,2017,531
Resort Hotel,0,5,2017,5801
Resort Hotel,0,89,2017,5939
Resort Hotel,0,3,2017,6916
Resort Hotel,0,12,2017,7858
Resort Hotel,0,38,2017,4849
Resort Hotel,0,3,2017,7197
Resort Hotel,0,0,2017,4195
Resort Hotel,0,57,2017,2125
Resort Hotel,0,5,2017,4912
Resort Hotel,0,5,2017,6607
Resort Hotel,0,215,2017,5724
Resort Hotel,0,3,2017,855
Resort Hotel,0,7,2017,6937
Resort Hotel,0,74,2017,5948
Resort Hotel,0,74,2017,798
Resort Hotel,0,7,2017,314
Resort Hotel,0,4,2017,543
Resort Hotel,0,4,2017,4975
Resort Hotel,0,112,2017,1964
Resort Hotel,0,112,2017,3256
Resort Hotel,0,20,2017,3411
Resort Hotel,0,55,2017,2754
Resort Hotel,0,11,2017,3948
Resort Hotel,0,1,2017,1249
Resort Hotel,0,53,2017,6043
Resort Hotel,0,28,2017,5620
Resort Hotel,0,15,2017,3705
Resort Hotel,0,110,2017,6241
Resort Hotel,0,126,2017,4673
Resort Hotel,0,16,2017,1588
Resort Hotel,0,60,2017,6136
Resort Hotel,0,60,2017,1857
Resort Hotel,0,5,2017,1341
Resort Hotel,0,4,2017,6062
Resort Hotel,0,0,2017,4810
Resort Hotel,0,168,2017,6380
Resort Hotel,0,4,2017,7745
Resort Hotel,0,46,2017,2577
Resort Hotel,0,59,2017,6174
Resort Hotel,0,42,2017,1999
Resort Hotel,0,72,2017,1313
Resort Hotel,0,2,2017,6814
Resort Hotel,0,22,2017,2985
Resort Hotel,0,179,2017,4226
Resort Hotel,0,4,2017,6903
Resort Hotel,0,98,2017,2528
Resort Hotel,0,25,2017,7356
Resort Hotel,0,6,2017,6070
Resort Hotel,0,0,2017,2551
Resort Hotel,0,131,2017,5484
Resort Hotel,0,129,2017,7242
Resort Hotel,0,99,2017,3907
Resort Hotel,0,195,2017,6051
Resort Hotel,0,126,2017,1151
Resort Hotel,0,126,2017,2873
Resort Hotel,0,0,2017,5128
Resort Hotel,0,6,2017,1800
Resort Hotel,0,4,2017,5140
Resort Hotel,0,0,2017,6383
Resort Hotel,0,2,2017,5806
Resort Hotel,0,134,2017,3426
Resort Hotel,0,134,2017,7331
Resort Hotel,0,134,2017,1892
Resort Hotel,0,13,2017,7111
Resort Hotel,0,27,2017,1117
Resort Hotel,0,3,2017,2417
Resort Hotel,0,118,2017,6489
Resort Hotel,0,91,2017,7931
Resort Hotel,0,0,2017,4166
Resort Hotel,0,1,2017,5440
Resort Hotel,0,225,2017,6463
Resort Hotel,0,84,2017,7026
Resort Hotel,0,104,2017,6556
Resort Hotel,0,41,2017,7384
Resort Hotel,0,126,2017,5880
Resort Hotel,0,71,2017,4591
Resort Hotel,0,0,2017,3175
Resort Hotel,0,0,2017,7013
Resort Hotel,0,56,2017,3149
Resort Hotel,0,0,2017,7458
Resort Hotel,0,96,2017,1138
Resort Hotel,0,3,2017,948
Resort Hotel,0,6,2017,2441
Resort Hotel,0,12,2017,6761
Resort Hotel,0,76,2017,1219
Resort Hotel,0,77,2017,2371
Resort Hotel,0,151,2017,3303
Resort Hotel,0,181,2017,1469
Resort Hotel,0,181,2017,1556
Resort Hotel,0,86,2017,2343
Resort Hotel,0,202,2017,3842
Resort Hotel,0,202,2017,6809
Resort Hotel,0,202,2017,1315
Resort Hotel,0,202,2017,4957
Resort Hotel,0,202,2017,3235
Resort Hotel,0,202,2017,1262
Resort Hotel,0,202,2017,1015
Resort Hotel,0,202,2017,6722
Resort Hotel,0,218,2017,5940
Resort Hotel,0,220,2017,7891
Resort Hotel,0,218,2017,6193
Resort Hotel,0,220,2017,7812
Resort Hotel,0,218,2017,7507
Resort Hotel,0,220,2017,843
Resort Hotel,0,79,2017,3758
Resort Hotel,0,300,2017,2998
Resort Hotel,0,50,2017,7095
Resort Hotel,0,0,2017,844
Resort Hotel,0,50,2017,2589
Resort Hotel,0,1,2017,6604
Resort Hotel,0,62,2017,5465
Resort Hotel,0,87,2017,1588
Resort Hotel,0,202,2017,3329
Resort Hotel,0,10,2017,4759
Resort Hotel,0,14,2017,4421
Resort Hotel,0,6,2017,5273
Resort Hotel,0,178,2017,537
Resort Hotel,0,68,2017,6081
Resort Hotel,0,43,2017,4092
Resort Hotel,0,43,2017,5522
Resort Hotel,0,102,2017,6810
Resort Hotel,0,9,2017,4155
Resort Hotel,0,95,2017,6133
Resort Hotel,0,74,2017,3004
Resort Hotel,0,95,2017,1277
Resort Hotel,0,85,2017,496
Resort Hotel,0,88,2017,3304
Resort Hotel,0,81,2017,7589
Resort Hotel,0,95,2017,3564
Resort Hotel,0,53,2017,2592
Resort Hotel,0,74,2017,6719
Resort Hotel,0,97,2017,2882
Resort Hotel,0,121,2017,4669
Resort Hotel,0,113,2017,1048
Resort Hotel,0,100,2017,7173
Resort Hotel,0,113,2017,5155
Resort Hotel,0,175,2017,5714
Resort Hotel,0,207,2017,1998
Resort Hotel,0,26,2017,5891
Resort Hotel,0,159,2017,5123
Resort Hotel,0,102,2017,6631
Resort Hotel,0,39,2017,6954
Resort Hotel,0,133,2017,2470
Resort Hotel,0,194,2017,1153
Resort Hotel,0,285,2017,6349
Resort Hotel,0,285,2017,1900
Resort Hotel,0,96,2017,5592
Resort Hotel,0,5,2017,7210
Resort Hotel,0,0,2017,2193
Resort Hotel,0,12,2017,2951
Resort Hotel,0,0,2017,7358
Resort Hotel,0,6,2017,4211
Resort Hotel,0,0,2017,235
Resort Hotel,0,0,2017,7574
Resort Hotel,0,173,2017,3444
Resort Hotel,0,104,2017,6285
Resort Hotel,0,36,2017,2747
Resort Hotel,0,37,2017,7031
Resort Hotel,0,160,2017,601
Resort Hotel,0,261,2017,4112
Resort Hotel,0,261,2017,2611
Resort Hotel,0,261,2017,909
Resort Hotel,0,261,2017,1476
Resort Hotel,0,261,2017,7754
Resort Hotel,0,261,2017,3289
Resort Hotel,0,261,2017,5267
Resort Hotel,0,8,2017,3615
